"","gene_name","AD7M","WT7M","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000030798","Cd37","309.86535462695","132.131515290236","157.538629014998","0.72071383436587","0.0819223485776302","8.79752408078141","1.39867795558848e-18","3.79391395453376e-16"
"ENSMUSG00000021624","Cd180","269.123476092458","65.5388943203495","113.403096673446","0.653016902074185","0.0744429624401798","8.77204346346278","1.75452648543983e-18","4.69734590874572e-16"
"ENSMUSG00000044583","Tlr7","322.106128063905","135.370447387314","165.799226812678","0.718598400287496","0.0820714857005784","8.75576205491345","2.02729010327567e-18","5.35802377936254e-16"
"ENSMUSG00000021242","Npc2","2387.30571185768","1482.93478074513","1638.47026229345","0.558897353680488","0.0648489681366566","8.61844636452381","6.78686573180484e-18","1.77102831722983e-15"
"ENSMUSG00000026288","Inpp5d","1058.60339057942","587.853583720087","704.251676999924","0.625937940493713","0.0731725231091006","8.55427575676783","1.18611055719291e-17","3.05645864206648e-15"
"ENSMUSG00000006519","Cyba","317.07264372442","129.407728762356","163.238032933555","0.702513038847068","0.0823351803614881","8.53235561958719","1.43397457151733e-17","3.64955380146046e-15"
"ENSMUSG00000052160","Pld4","691.390409597553","333.730787552442","400.50016436975","0.678981612224266","0.0796932666375706","8.51993701440477","1.59640116143263e-17","4.01339145645534e-15"
"ENSMUSG00000021876","Rnase4","711.884741969101","404.106770462399","450.142491564442","0.61352659493792","0.0724387857440149","8.4695869572691","2.46264715001434e-17","6.04374654732687e-15"
"ENSMUSG00000029925","Tbxas1","236.550633035447","82.5024506391852","118.177338941885","0.678637411384022","0.0811672783216562","8.36097286266842","6.22031550710271e-17","1.5086094609285e-14"
"ENSMUSG00000018008","Cyth4","791.503200437973","388.485512669605","467.401626266364","0.663051153784469","0.0796205341871409","8.32764010633271","8.24697744874639e-17","1.93194818302167e-14"
"ENSMUSG00000051504","Siglech","735.904749427152","388.636557607423","439.714474333479","0.640748477189836","0.0769324129484412","8.32871936071022","8.17215334164658e-17","1.93194818302167e-14"
"ENSMUSG00000022912","Pros1","705.928577956476","392.374531011883","459.070528906952","0.612756550094066","0.0745796223024153","8.21613908970175","2.10159694314094e-16","4.81382455365006e-14"
"ENSMUSG00000031207","Msn","2348.76719033846","1225.66165621","1412.60799963717","0.638143500325129","0.0777395579364454","8.20873590311423","2.23529281071564e-16","5.06379794427504e-14"
"ENSMUSG00000022831","Hcls1","313.285652609984","154.323923407281","187.724947522701","0.654763867497604","0.0799271489365713","8.1920083001736","2.56902915144732e-16","5.7565799953355e-14"
"ENSMUSG00000026480","Ncf2","254.918100179898","96.3470997662199","139.252516362248","0.67134415296459","0.0820235889687166","8.18476930119013","2.72825787908635e-16","6.04277602608165e-14"
"ENSMUSG00000020399","Havcr2","370.319078229117","151.619111184284","191.91535396278","0.660221353348591","0.0822733101623718","8.02473307620176","1.0174693446837e-15","2.16238459182006e-13"
"ENSMUSG00000030560","Ctsc","487.475503396535","246.079200210971","321.187173738238","0.635058636182756","0.0793122310130332","8.00707063805076","1.17473022099501e-15","2.4711289291645e-13"
"ENSMUSG00000032122","Slc37a2","255.762337191042","108.778626872884","147.750240030544","0.658635719139522","0.0823222103318995","8.00070499181316","1.23708854659962e-15","2.57601822102538e-13"
"ENSMUSG00000017760","Ctsa","5140.99419713285","3458.07217049538","3741.99370676092","0.482139968631488","0.0604704122898318","7.97315497570306","1.5467401457639e-15","3.18860481049228e-13"
"ENSMUSG00000002111","Spi1","265.934288465322","123.834981774241","151.047100992526","0.650009033234139","0.0816874175146036","7.95727240511594","1.75873225091756e-15","3.58972924283818e-13"
"ENSMUSG00000032359","Ctsh","550.493333909701","277.775349152025","321.850572957404","0.631506781474456","0.0800042284337252","7.89341755851806","2.94021816099495e-15","5.88471819309815e-13"
"ENSMUSG00000048163","Selplg","2565.46198353348","1643.10880234868","1711.22321429505","0.519191835458012","0.0658418841926362","7.88543404892532","3.13444097693798e-15","6.21312507111312e-13"
"ENSMUSG00000052142","Rasal3","211.127370596565","94.0542469178548","111.831026383927","0.647580869993454","0.0822753865040082","7.87089429184153","3.52115068094235e-15","6.91319250358347e-13"
"ENSMUSG00000025351","Cd63","1664.46463974738","1000.35955880032","1151.48844691288","0.557855380367151","0.0709943212684234","7.85774651268161","3.91105775117295e-15","7.60626939060664e-13"
"ENSMUSG00000021091","Serpina3n","4867.03675882889","2164.42944255186","2538.16218935543","0.645090446480605","0.0822929820924622","7.83894847504492","4.54334914710922e-15","8.75337781940715e-13"
"ENSMUSG00000049625","Tifab","213.749927212609","94.8302405570325","127.585583703568","0.638369537724059","0.0822206886797","7.76409864688558","8.22278822955467e-15","1.54102526683881e-12"
"ENSMUSG00000001025","S100a6","498.149689413716","218.723026211277","278.556517163757","0.63449513423887","0.0823302648969766","7.70670585152181","1.29106912510885e-14","2.37637410840347e-12"
"ENSMUSG00000029810","Tmem176b","1291.15549416683","770.458539310878","850.278113875605","0.556793363265251","0.0724356883487076","7.68672702583884","1.50946718783801e-14","2.75377575905138e-12"
"ENSMUSG00000030220","Arhgdib","343.013596612492","196.321619160434","239.293722851287","0.574806718207933","0.0749024456356902","7.67407143157479","1.66621215920411e-14","3.0130669878941e-12"
"ENSMUSG00000015852","Fcrls","1092.93051272665","431.528023542841","625.983581298036","0.626840397658175","0.0819387337548999","7.65011086860603","2.00806106274039e-14","3.59966772246897e-12"
"ENSMUSG00000014599","Csf1","1197.62002489889","748.113157279035","872.581597162424","0.527731576391682","0.0691429932848316","7.63246644844712","2.30304405121203e-14","4.05788488168683e-12"
"ENSMUSG00000040229","Gpr34","621.217646093298","333.801033610983","389.671492496428","0.598622088130582","0.0784203447331355","7.63350492997312","2.28455965678558e-14","4.05788488168683e-12"
"ENSMUSG00000024411","Aqp4","7522.79702518293","4759.37120180304","5608.84142079126","0.518418857981571","0.0679806431470704","7.62597754275456","2.42191994995917e-14","4.23117625156002e-12"
"ENSMUSG00000027447","Cst3","39747.3289365682","30194.5498022393","30516.0398398548","0.360915395712385","0.0473666427948706","7.61961106839239","2.54441194973372e-14","4.40781952468577e-12"
"ENSMUSG00000020432","Tcn2","1256.21731466117","735.36209396527","828.269060782778","0.561441565672325","0.0742096226246539","7.56561677334015","3.86028555914033e-14","6.57684188443619e-12"
"ENSMUSG00000029919","Hpgds","490.89119348567","264.622107584486","320.299336428154","0.592229863788826","0.0784788110551537","7.54636641185372","4.47569712878418e-14","7.56282756638409e-12"
"ENSMUSG00000033685","Ucp2","2003.50373232648","894.064029234531","1139.12502017575","0.620730708575347","0.0823386022654077","7.53875693170626","4.74472402530308e-14","7.95223461639212e-12"
"ENSMUSG00000030737","Slco2b1","827.617280210837","537.579862857749","586.665300465629","0.50005586400178","0.0664276969686744","7.52782177948444","5.15937453502077e-14","8.57746016447202e-12"
"ENSMUSG00000026728","Vim","2846.01024357178","982.23377874743","1289.74358759832","0.580537649942946","0.0776682327219184","7.47458297424495","7.74490664209849e-14","1.27729000341488e-11"
"ENSMUSG00000060802","B2m","5166.8202281477","2940.82169106463","3307.682569428","0.567918319466419","0.0764366434175721","7.42992227384829","1.08661511687056e-13","1.76382445939264e-11"
"ENSMUSG00000034116","Vav1","234.083050428897","98.8566027898046","139.118048035744","0.609379565257107","0.0822365203589107","7.41008450500518","1.26218963440588e-13","2.01705731110675e-11"
"ENSMUSG00000003418","St8sia6","233.781949973961","106.857076048707","131.351504528952","0.609884871162444","0.0823283694600523","7.40795518194218","1.28261630921954e-13","2.03393347804313e-11"
"ENSMUSG00000020143","Dock2","375.261972937514","198.596984908688","239.675954570929","0.588990587380328","0.0797529650098964","7.38518733826687","1.52238881780098e-13","2.39572866251658e-11"
"ENSMUSG00000015568","Lpl","1115.63810868578","626.809553159445","826.324671569024","0.562969992074649","0.0771368780839169","7.29832482281946","2.91372536896732e-13","4.51627432189935e-11"
"ENSMUSG00000002602","Axl","2986.42331890357","2189.96704360708","2368.91851215028","0.393284313530491","0.0540123758162864","7.28137408486118","3.30436983471428e-13","5.08340510785447e-11"
"ENSMUSG00000064246","Chil1","619.656607768303","377.950228240796","427.261759581345","0.52954138204047","0.0729200631972729","7.2619435423127","3.81567470376334e-13","5.78383338368244e-11"
"ENSMUSG00000021998","Lcp1","673.578604767255","396.475647197965","458.231860115243","0.545999834870626","0.0752233171945653","7.25838550111258","3.91737781144966e-13","5.8946528162799e-11"
"ENSMUSG00000048120","Entpd1","775.425245141808","505.470897128429","583.99714136375","0.488295324383685","0.0673510812915467","7.24999977758294","4.16772316129135e-13","6.22591398333487e-11"
"ENSMUSG00000030786","Itgam","411.608388668014","229.741880541547","261.273985494124","0.565749511153004","0.0782593239097069","7.22916430770279","4.85975180428562e-13","7.15598453181058e-11"
"ENSMUSG00000029622","Arpc1b","703.861824513073","372.835078618746","459.275468411604","0.577347264315376","0.0800419215137532","7.21306102348096","5.47078822787249e-13","7.99860278848166e-11"
"ENSMUSG00000018593","Sparc","9885.26876611171","6481.07117367134","7144.88443654409","0.483143814346056","0.067205600437508","7.18904096088411","6.52479991062034e-13","9.4724471941858e-11"
"ENSMUSG00000004609","Cd33","516.337078885197","304.699521235281","369.387954313721","0.539143984954635","0.0754675048987671","7.14405472498194","9.06172968960813e-13","1.29727470521716e-10"
"ENSMUSG00000021948","Prkcd","416.450624692569","247.159638554236","302.0432995214","0.535072882037785","0.075158770222181","7.11923412871214","1.0852841903888e-12","1.54297472999069e-10"
"ENSMUSG00000023367","Tmem176a","841.807088056288","462.130299832216","525.269390899383","0.563933484703788","0.0792936837410921","7.11195971857142","1.14406656932342e-12","1.61540632373988e-10"
"ENSMUSG00000042190","Cmklr1","315.336714535961","162.060385072116","186.208331216545","0.577874780624386","0.0814006730417787","7.09914008116116","1.25535519934801e-12","1.76048622003804e-10"
"ENSMUSG00000021990","Spata13","662.248752121736","396.8213868578","486.816793571985","0.528412801426061","0.0746323460428811","7.08021158979049","1.43934523841578e-12","2.00487176283387e-10"
"ENSMUSG00000053931","Cnn3","3378.84008105358","2184.39336365108","2352.06840775145","0.489057957160574","0.0692279464445772","7.06445853557286","1.61243480629124e-12","2.23089553903986e-10"
"ENSMUSG00000020256","Aldh1l2","230.092622422177","91.4583020673586","128.224051212609","0.569583425019806","0.0809108070571302","7.03964582404461","1.92729088046671e-12","2.64874010005475e-10"
"ENSMUSG00000031613","Hpgd","242.292057446594","120.638214716909","151.293568804625","0.572925048688948","0.081868872042558","6.99808161997301","2.59490917535376e-12","3.47363978246219e-10"
"ENSMUSG00000034957","Cebpa","641.846218609883","371.69000255332","395.556157130655","0.542410796153458","0.0775857466832075","6.99111395251748","2.72712136420227e-12","3.62707141438902e-10"
"ENSMUSG00000030671","Pde3b","675.025523136198","460.319620133075","514.867532874277","0.45050319428685","0.0645096344521371","6.98350251265337","2.8791029537375e-12","3.80466073021145e-10"
"ENSMUSG00000061232","H2-K1","995.469882893092","531.542739018143","620.002235411232","0.562065915281178","0.0805897241809908","6.9744117006639","3.07153385093686e-12","4.03310002146901e-10"
"ENSMUSG00000029484","Anxa3","465.980379535149","252.094502878044","294.663520504442","0.559276539612075","0.0802170879730625","6.97203742673736","3.12383415670258e-12","4.07581273040656e-10"
"ENSMUSG00000015947","Fcgr1","188.46931076717","85.352483635544","107.840008616382","0.573181594215343","0.0822318339485474","6.97031267202412","3.16237350386087e-12","4.10014652717559e-10"
"ENSMUSG00000024965","Fermt3","323.629004486893","174.582306410665","193.208051041578","0.560455648546944","0.0806124565525246","6.9524695377788","3.58946361262605e-12","4.62479952339287e-10"
"ENSMUSG00000035697","Arhgap45","423.56647304343","221.533341890239","267.482899708645","0.561883705309525","0.0811799030814227","6.92146312057014","4.47002516182885e-12","5.72357569634172e-10"
"ENSMUSG00000040690","Col16a1","759.231750202737","355.573128572661","456.540233480421","0.56984234147337","0.0823517050264116","6.9196180126521","4.52863094121801e-12","5.76282264525983e-10"
"ENSMUSG00000030341","Tnfrsf1a","587.081930762228","332.069874203454","379.043727657158","0.544307069643075","0.0787357065162702","6.9130905624197","4.74206992301957e-12","5.99740929221156e-10"
"ENSMUSG00000021477","Ctsl","3647.49576675496","2722.84234608036","2934.20107350496","0.371196702557944","0.0537788049145697","6.90228619151371","5.11722083804925e-12","6.3934247015991e-10"
"ENSMUSG00000048865","Arhgap30","257.062603775729","139.48264193226","169.777906739115","0.552137286495382","0.0802896775545365","6.87681534304762","6.12053622188353e-12","7.60089483217644e-10"
"ENSMUSG00000052085","Dock8","411.97968427475","236.759145671887","263.107899204155","0.535738893471854","0.0784176243846415","6.83186844380841","8.38156983302757e-12","1.0346470784902e-09"
"ENSMUSG00000017057","Il13ra1","304.142142269001","165.782936616286","206.258330775714","0.54650071968083","0.0801595256834532","6.81766408946754","9.25326881095959e-12","1.12873453572741e-09"
"ENSMUSG00000028583","Pdpn","557.082213758873","364.481889067887","426.156217499671","0.470999549422872","0.0696804838740756","6.75941846606644","1.38546699776349e-11","1.66054663714501e-09"
"ENSMUSG00000033192","Lpcat2","442.179767314927","277.386716519663","319.789270523313","0.49472624553087","0.0732207671185513","6.75663838279462","1.41230089322289e-11","1.68292386784912e-09"
"ENSMUSG00000020388","Pdlim4","327.461759311115","188.219941647836","228.194029415678","0.527903450660421","0.0784227988799381","6.73150484553118","1.67917240074711e-11","1.9780650880801e-09"
"ENSMUSG00000042228","Lyn","370.272157731667","214.687097700271","260.578347615363","0.522418973329233","0.0782658558168944","6.67492826695014","2.47353122606492e-11","2.89726399007547e-09"
"ENSMUSG00000026365","Cfh","1017.89475747216","616.0931612426","726.126558636295","0.504864105115134","0.0761681392172437","6.62828461222061","3.3961019777078e-11","3.93318215002508e-09"
"ENSMUSG00000058099","Nfam1","226.972952841715","115.549185821998","152.104551133215","0.542724392437903","0.0819706653019324","6.62095873491842","3.56876594592902e-11","4.11006200979479e-09"
"ENSMUSG00000020573","Pik3cg","286.100061790704","158.567901834695","185.285097686682","0.530406676205905","0.0804773972389669","6.59075335936788","4.37600333398891e-11","4.98405020608737e-09"
"ENSMUSG00000021822","Plau","232.087557082364","120.132827253121","152.63130875547","0.532119320787489","0.0820186182269501","6.48778694753288","8.71063354183504e-11","9.86646760796316e-09"
"ENSMUSG00000041797","Abca9","622.199650276059","401.429299846604","449.236655476474","0.469845726111122","0.0725933587337781","6.47229628586533","9.65246106939506e-11","1.0873523767518e-08"
"ENSMUSG00000018654","Ikzf1","268.664405625635","138.589431275868","171.67310133483","0.529432327875391","0.0821148842180409","6.44745873926561","1.13741122557056e-10","1.26744499541282e-08"
"ENSMUSG00000028465","Tln1","2339.89139152465","1804.49702786759","1916.49034043418","0.333632961484733","0.0518175751356258","6.43860621828583","1.20575567643483e-10","1.3363792080486e-08"
"ENSMUSG00000098112","Bin2","429.89691512162","255.045751575053","289.226658950962","0.503411572041203","0.078278001410978","6.43107339184829","1.2670595959122e-10","1.39681462939733e-08"
"ENSMUSG00000042613","Pbxip1","2514.68934253872","1894.77082312877","2121.83839495974","0.355733837194679","0.0553331377131103","6.42894749687028","1.28490494461121e-10","1.40895294857235e-08"
"ENSMUSG00000026547","Tagln2","658.358630929144","379.418462653089","462.56625159952","0.508334906314997","0.0794769747593713","6.39600221138334","1.59497694135338e-10","1.73970633047619e-08"
"ENSMUSG00000022044","Stmn4","5465.67727039367","6986.35628137937","6799.13230823602","-0.317477469825898","0.0499292638608949","-6.35854497495506","2.03673754331171e-10","2.20986023449321e-08"
"ENSMUSG00000022148","Fyb","278.468988745233","161.291891975284","188.977586789214","0.505318151264467","0.079608145579878","6.34756842511091","2.18744696417738e-10","2.3609538830637e-08"
"ENSMUSG00000029304","Spp1","539.14271980166","146.370587662716","662.779363377504","0.480169991059805","0.0757495063727995","6.33891907752717","2.31382720285917e-10","2.48435144723655e-08"
"ENSMUSG00000004730","Adgre1","230.755566716621","121.789346570056","162.752655843989","0.518768221050722","0.0818594506335515","6.33730396473118","2.33820419651928e-10","2.4975170731215e-08"
"ENSMUSG00000033777","Tlr13","198.462395359512","96.1073272972754","119.163021867227","0.520412026680112","0.0822198674475876","6.32951673160818","2.45930226423524e-10","2.61332557614482e-08"
"ENSMUSG00000015950","Ncf1","369.747749923871","210.723021682024","234.39876367508","0.508600135080476","0.080487789763941","6.3189725618274","2.63308017729512e-10","2.7694361150479e-08"
"ENSMUSG00000031827","Cotl1","2492.06782552625","1841.85721994012","1914.4392623517","0.371902159529508","0.0588927519988146","6.31490543245447","2.70326728763656e-10","2.82882513373744e-08"
"ENSMUSG00000024610","Cd74","563.033221029539","192.760759368263","331.822090603393","0.455990758143637","0.0726491303956312","6.27661687979487","3.46019295988684e-10","3.54884964517747e-08"
"ENSMUSG00000070880","Gad1","11438.9105944363","13625.0637988794","12665.7142076765","-0.238212184770055","0.0379516208356763","-6.27673283840684","3.45761444396195e-10","3.54884964517747e-08"
"ENSMUSG00000004040","Stat3","2485.72552432833","1904.63425412149","1962.57480575841","0.33771584972326","0.0541943427469947","6.23157017144539","4.6178306053253e-10","4.71270187766242e-08"
"ENSMUSG00000021556","Golm1","1100.36611871578","792.676459958411","832.589154312028","0.391094443982486","0.0631183178026119","6.19621145806745","5.78384109494867e-10","5.84479824374348e-08"
